year,km_driven,mileage,engine,max_power,seats
2015,72000,17.01,1582,126.2,5
2017,35000,22.0,1582,126.2,5
2013,105000,23.4,1248,74.0,5
2017,90000,15.4,2179,120.0,7
2016,92385,15.96,2523,62.1,7
2015,25000,25.4,624,37.5,4
2010,60000,21.1,1197,85.8,5
2012,100000,18.5,1197,85.8,5
2004,100000,19.369999999999997,1248,81.86,5
2006,25000,13.0,1795,127.0,5
2016,120000,22.54,1396,88.73,5
2014,185000,19.5,1248,75.0,5
2011,134000,22.07,1199,73.9,5
2014,120000,20.0,1399,68.05,5
2014,165000,15.1,2179,140.0,7
2016,120000,23.2,1248,73.94,5
2011,89000,23.0,1396,90.0,5
2009,120000,19.2,1461,65.0,5
2006,120000,13.1,1795,127.0,5
2013,50000,25.8,1498,98.6,5
2018,15000,24.7,796,47.3,5
2019,13000,18.9,1197,81.86,5
2010,240000,11.5,2982,171.0,7
2017,45000,16.3,1956,170.0,5
2005,30000,19.369999999999997,1248,81.86,5
2018,28000,21.21,1197,81.8,5
2017,70000,28.4,1248,74.02,5
2011,116000,14.0,2498,112.0,7
2014,90000,21.1,814,55.2,5
2009,100000,19.369999999999997,1248,81.86,5
2013,72500,23.3,1984,150.0,5
2013,120000,20.54,1598,103.6,5
2014,120000,15.1,2179,140.0,7
2014,83000,22.54,1396,88.73,5
2003,40000,14.2,1597,92.0,5
2018,46000,14.24,2755,174.5,7
2015,137000,12.99,2494,100.6,7
2018,50000,24.0,1186,73.97,5
2012,60000,19.0,998,66.1,5
2000,100000,16.1,796,37.0,4
2011,105000,19.2,1461,65.0,5
2015,20000,23.95,998,67.05,5
2015,120000,26.21,1248,88.5,5
2017,90000,22.71,1461,84.8,5
2018,75000,20.3,1199,84.0,5
2011,82500,16.52,1991,123.7,5
2014,110000,25.8,1498,98.6,5
2019,20000,24.0,1396,88.76,5
2009,110000,17.0,1497,118.0,5
2008,100000,14.8,1998,68.0,5
2017,52000,21.63,998,67.0,5
2017,90000,24.3,1248,88.5,5
2013,53000,21.9,1396,88.76,5
2012,180000,18.4,1248,75.0,5
2013,53000,22.9,1248,74.0,5
2011,50600,19.7,796,46.3,5
2018,25000,18.6,1197,81.83,5
2015,50000,15.85,1499,110.4,5
2013,52000,24.7,796,47.3,5
2018,15000,15.1,2179,152.87,7
2015,50000,16.0,2179,140.0,7
2014,56000,25.1,1498,98.6,5
2018,82000,25.83,1498,99.0,5
2012,101903,12.05,2179,120.0,8
2018,120000,23.4,1248,74.0,5
2010,85568,18.5,1399,68.0,5
2019,10000,21.4,1197,83.1,5
2014,10000,20.3,998,68.05,5
2007,60000,17.92,1086,62.1,5
2019,10000,21.21,1197,81.8,5
2014,60000,15.96,2523,62.1,7
2014,42000,11.9,1595,120.7,5
2014,50000,18.2,1248,73.8,8
2018,11500,23.95,998,67.05,5
2011,50000,18.6,1197,85.8,5
2020,5000,13.38,2993,265.0,7
2017,10000,15.37,1196,73.0,5
2012,100000,19.1,1197,85.8,5
2016,25000,13.68,2393,147.8,7
2013,70000,23.4,1248,74.0,5
2018,35000,23.84,1199,84.0,5
2019,50000,24.3,1248,88.5,5
2005,100000,13.6,2523,63.0,7
2013,60000,13.7,1798,157.75,5
2013,170000,22.9,1248,74.0,5
2011,50000,17.0,1405,71.0,5
2008,120000,12.8,2494,102.0,8
2015,20000,19.1,1197,82.0,5
2015,10000,18.9,1197,82.0,5
2011,120000,21.5,1248,88.8,5
2018,25000,18.9,1197,81.86,5
2014,130000,22.77,1498,98.59,5
2004,120000,19.369999999999997,1248,81.86,5
2013,40000,17.21,1493,100.0,7
2016,60000,18.06,2523,63.0,7
2012,70000,20.86,1199,75.0,5
2020,1000,21.21,1197,81.8,5
2019,10000,14.84,1598,103.2,5
2010,47000,15.3,1596,101.0,5
2019,18000,21.21,1197,81.8,5
2016,60000,20.85,1197,83.14,5
2017,60000,18.16,1196,86.8,5
2018,25000,15.1,2179,152.87,7
2014,52000,19.1,1197,81.86,5
2006,44000,19.7,796,46.3,5
2011,17000,16.47,1198,73.9,5
2009,35000,17.0,1497,118.0,5
2011,120000,11.5,2982,171.0,7
2015,100000,18.6,1197,81.83,5
2014,300000,12.99,2494,100.6,7
2017,186000,19.67,1582,126.2,5
2014,79000,20.77,1248,88.76,7
2016,59300,25.17,799,53.3,5
2012,60000,15.04,1598,103.6,5
2010,80000,15.6,1196,70.0,5
2019,11500,21.21,1197,81.8,5
2012,56000,21.1,814,55.2,5
2016,68000,27.3,1498,98.6,5
2019,25000,23.84,1199,84.0,5
2014,100000,19.49,1198,67.04,5
2017,95000,15.96,2523,63.0,9
2008,100000,17.5,1298,85.8,5
2006,90000,19.369999999999997,1248,81.86,5
2013,47000,20.3,1248,75.0,5
2011,175000,21.1,1248,73.9,5
2010,60000,17.5,1197,85.8,5
2005,300000,13.6,2523,63.0,7
2014,150000,23.4,1248,74.0,5
2012,110000,23.0,1396,90.0,5
2019,25000,25.17,799,53.3,5
2010,95000,19.7,796,46.3,5
2010,100000,21.1,1248,73.9,5
2017,20000,18.9,1197,81.86,5
2014,84000,23.4,1248,74.0,5
2016,40000,22.54,1396,88.73,5
2011,100000,19.1,1405,70.0,5
2011,120000,19.4,1405,70.0,5
2010,80000,13.45,1086,62.1,5
2017,30000,18.6,1197,81.83,5
2019,28000,18.9,1197,81.86,5
2009,89322,17.0,1197,80.0,5
2013,76000,25.44,936,57.6,5
2012,70000,19.7,796,46.3,5
2007,120000,16.8,1493,110.0,5
2009,110000,18.2,1061,64.0,5
2009,90000,19.7,796,46.3,5
2018,60000,28.4,1248,74.0,5
2014,48300,15.96,2523,62.1,7
2017,23511,18.6,1197,81.83,5
2017,22512,18.6,1197,81.83,5
2009,120000,21.1,1248,73.9,5
2007,100000,18.9,1061,67.0,5
2011,70000,20.36,1197,78.9,5
2016,16500,20.63,1198,67.0,5
2018,50000,28.4,1248,74.02,5
2018,19000,22.5,999,67.0,5
2017,50000,21.66,1498,108.62,5
2017,70000,15.96,2523,62.1,7
2016,120000,15.96,2523,62.1,7
2015,60000,19.2,1086,68.05,5
2013,76000,22.9,1248,74.0,5
1998,80000,16.1,796,37.0,4
2010,210000,12.8,2494,102.0,8
2015,128000,15.96,2523,63.0,9
2011,70000,26.2,998,58.2,5
2013,85000,22.9,1248,74.0,5
2018,25000,24.3,1248,88.5,5
2016,80000,16.8,796,34.2,8
2019,40000,22.0,1582,126.2,5
2013,160000,15.96,2523,62.1,7
2015,108000,19.67,1582,126.2,5
2011,120000,15.0,1896,105.0,5
2010,55000,17.92,1086,62.1,5
2008,110000,13.93,2179,138.1,7
2011,80000,19.369999999999997,1248,81.86,5
2012,110000,19.4,1198,86.8,5
2006,62900,18.9,998,67.1,5
2011,120000,19.33,1968,138.1,5
2009,70000,10.9,2499,143.0,7
2017,60000,28.4,1248,74.02,5
2015,60000,20.51,998,67.04,5
2019,4000,18.6,1197,81.86,5
2017,35000,24.3,1248,88.5,5
2016,50000,23.0,1248,88.7,5
2014,50000,21.1,814,55.2,5
2018,25000,22.0,1197,81.8,5
2014,52442,18.5,1198,86.8,5
2013,39000,20.36,1197,78.9,5
2007,42000,11.74,1796,186.0,5
2015,34156,16.47,1198,74.0,5
2017,34152,18.9,1197,81.86,5
2015,37000,18.25,1968,187.74,5
2017,98000,11.36,2755,171.5,7
2019,31000,15.8,1591,121.3,5
2018,62841,18.6,1197,81.83,5
2016,38600,19.67,1582,126.2,5
2018,27654,28.4,1248,74.02,5
2017,48698,19.67,1582,126.2,5
2018,32995,20.52,1197,81.8,5
2018,60000,22.95,1248,74.0,5
2010,110000,17.8,1248,75.0,5
2015,130000,20.45,1461,83.8,5
2011,120000,22.07,1199,73.9,5
2014,80000,21.1,814,55.2,5
2013,60000,18.5,1197,85.8,5
2007,75000,19.7,796,46.3,5
2005,89000,15.3,1341,83.0,5
2007,110000,18.1,1493,110.0,5
2009,90000,19.7,796,46.3,5
2015,40000,28.09,1248,88.5,5
2011,120000,13.0,2489,95.0,8
2017,29000,18.15,1198,82.0,6
2014,120000,19.1,1197,85.8,5
2009,70000,13.2,1495,94.0,5
2016,100000,24.3,1248,88.5,5
2016,90150,24.3,1248,88.5,5
2018,90000,23.59,1364,67.05,5
2016,120000,22.95,1248,74.0,5
2015,90000,25.8,1498,98.6,5
2015,50000,20.63,1198,67.0,5
2016,110000,18.49,1493,100.0,7
2011,85700,17.0,1405,70.0,5
2013,178000,15.96,2523,63.0,9
2011,70000,15.2,1193,65.0,5
2014,30000,20.36,1197,78.9,5
2015,100000,26.0,1498,98.6,5
2016,25339,21.4,1197,83.1,5
2014,10000,21.1,814,55.2,5
2013,35000,20.36,1197,78.9,5
2015,68000,20.77,1248,88.76,7
2013,40000,18.6,1197,85.8,5
2015,120000,19.09,1405,69.01,5
2011,25000,15.6,1196,70.0,5
2015,40000,15.96,2523,62.1,7
2011,70000,20.0,1399,68.0,5
2013,80000,15.1,2179,140.0,7
2017,41232,26.59,1248,74.0,5
2015,40200,21.0,1498,74.96,7
2005,200000,12.8,2494,102.0,8
2015,62000,21.0,1498,74.96,7
2012,68240,13.93,2956,138.1,7
2008,78000,15.4,1997,120.0,7
2017,38000,19.369999999999997,1248,81.86,5
2010,35000,18.9,998,67.1,5
2018,9000,19.1,1197,85.8,5
2016,39000,19.67,1582,126.2,5
2016,39000,21.38,1396,88.7,5
2015,92651,21.7,1498,98.96,5
2018,28000,16.1,1197,85.0,5
2020,40000,17.57,1193,88.7,5
2017,88754,16.0,2179,140.0,7
2019,7000,19.4,1194,94.93,5
2018,20000,18.9,1197,81.86,5
2017,50000,24.0,1186,73.97,5
2013,45000,21.1,814,55.2,5
2014,100000,25.0,1396,69.01,5
2016,23700,20.4,1197,81.8,5
2016,23700,20.4,1197,81.8,5
2017,60000,28.09,1248,88.5,5
2017,50000,20.37,1461,108.45,5
2011,53287,19.369999999999997,1248,81.86,5
2009,100000,17.8,1399,67.0,5
2017,60000,21.19,1396,88.73,5
2015,40000,25.44,936,56.3,5
2016,110000,24.52,1248,88.5,7
2014,80000,20.0,1399,68.05,5
2016,69500,12.99,2494,100.6,8
2014,33000,20.63,1198,67.0,5
2016,80000,19.81,1086,68.05,5
2019,5000,18.6,1197,81.86,5
2014,25000,20.36,1197,78.9,5
2012,50000,20.86,1199,75.0,5
2017,50000,17.6,2179,147.94,7
2010,120000,18.0,1248,75.0,5
2010,120000,18.8,1248,90.0,5
2016,80000,12.99,2494,100.6,7
2012,60000,17.8,1086,63.0,5
2020,5000,22.05,796,47.3,5
2019,18000,18.6,1197,81.86,5
2015,80000,22.54,1396,88.73,5
2016,100000,24.3,1248,88.5,5
2016,19000,21.1,814,55.2,5
2019,33000,21.21,1197,81.8,5
2020,65000,20.14,1197,81.86,5
2011,170000,19.3,1248,73.9,5
2017,40000,21.66,1498,108.62,5
2017,53000,24.3,1248,88.5,5
2013,90000,18.9,998,67.1,5
2017,35000,26.59,1248,74.0,5
2016,50000,20.51,998,67.04,5
2016,20000,22.74,796,47.3,5
2019,38000,28.4,1248,74.0,5
2017,73000,12.0,2354,187.4,5
2017,28050,28.09,1248,88.5,5
2017,58000,12.0,2354,187.4,5
2017,58000,17.6,2179,153.86,7
2014,69000,19.87,1461,83.8,5
2016,70000,12.0,2987,224.0,7
2015,40000,17.6,1582,126.2,5
2011,142000,15.96,2523,62.1,7
2016,22947,20.4,1197,81.8,5
2013,30000,20.36,1197,78.9,5
2016,7672,21.1,814,55.2,5
2010,36659,19.7,796,46.3,5
2016,60000,16.8,796,34.2,8
2014,120000,15.1,2179,140.0,7
2010,39000,16.9,1061,64.9,5
2015,45000,18.49,1493,100.0,7
2012,100000,20.0,1399,68.0,5
2017,48000,22.54,1396,88.73,5
2018,35000,22.54,1396,88.73,5
2017,23000,21.4,1197,83.1,5
2017,14000,22.54,1396,88.73,5
2014,60000,15.1,2179,140.0,7
2013,60000,21.1,814,55.2,5
2008,150000,19.4,1422,70.0,5
2016,80000,17.01,1591,121.3,5
2013,35000,20.92,998,67.1,5
2017,44500,25.1,1248,88.5,5
2015,60000,26.21,1248,88.5,5
2012,120000,21.8,1461,78.0,5
2016,80000,25.8,1498,98.6,5
2019,9900,11.96,1298,80.0,8
2014,68000,22.9,1248,74.0,5
2012,40000,19.369999999999997,1248,81.86,5
2016,60000,21.9,1498,98.6,7
2015,110000,13.58,2499,72.4,10
2014,80000,11.79,2179,120.0,8
2011,30000,19.0,998,66.1,5
2014,120000,15.1,2179,140.0,7
2016,35000,21.1,814,55.2,5
2017,40000,20.3,1199,84.0,5
2014,60000,18.9,1197,82.0,5
2008,90000,19.3,1248,73.9,5
2017,20000,22.5,999,67.0,5
2017,40000,24.04,999,67.0,5
2010,124316,20.0,1399,68.0,5
2019,6544,20.0,1497,115.0,5
2016,10000,18.6,1197,81.83,5
2012,69000,17.5,1298,85.8,5
2016,198000,18.2,1248,73.74,8
2010,80000,17.0,1197,80.0,5
2019,19000,21.4,1197,83.1,5
2020,5000,21.94,1196,61.7,5
2017,10000,18.9,1197,81.86,5
2017,40000,17.5,1373,91.1,7
2012,97000,22.9,1248,74.0,5
1999,80000,19.369999999999997,1248,81.86,5
2014,30000,19.69,1198,67.04,5
2017,120000,24.52,1248,88.5,7
2013,120000,19.01,1461,108.45,5
2012,103994,20.0,1399,68.0,5
2003,70000,13.4,1794,125.0,5
2017,70000,25.83,1498,99.0,5
2011,115000,21.5,1248,88.8,5
2011,40000,19.0,998,67.1,5
2011,80000,20.0,1399,68.0,5
2009,98000,12.07,2967,241.4,7
2009,118000,16.8,1405,62.0,5
2004,100000,19.7,796,46.3,5
2009,120000,17.88,1396,52.8,5
2011,65000,18.9,998,67.1,5
2012,41000,20.36,1197,78.9,5
2005,120000,16.1,1298,88.2,5
2011,70000,20.92,998,67.1,5
2012,90000,20.46,1461,83.8,5
2014,80000,20.77,1248,88.8,7
2006,120000,16.9,1497,100.0,5
2019,5000,20.0,999,72.0,7
2016,110000,24.3,1248,88.5,5
2017,20000,18.6,1197,81.83,5
2018,15000,17.0,1198,108.5,5
2014,40000,20.92,998,67.1,5
2016,41000,18.7,1199,88.7,5
2007,110000,13.6,2523,63.0,7
2012,120000,17.8,1399,67.0,5
2008,35008,21.79,998,67.05,5
2014,42312,24.4,1120,71.0,5
2011,72000,17.6,1496,88.7,5
2014,54891,23.59,1364,67.04,5
2018,30000,22.0,1582,126.2,5
2017,44000,22.69,1995,190.0,5
2017,18890,11.36,2755,171.5,7
2013,75010,13.73,1995,148.0,5
2012,100000,23.08,1461,63.1,5
2019,4337,18.9,1197,82.0,5
2018,14495,18.78,999,75.0,5
2018,24000,15.1,2179,152.87,7
2014,31000,17.21,1197,103.6,5
2016,100000,13.68,2393,147.8,7
2017,48406,19.87,1461,83.8,5
2016,56239,22.54,1396,88.73,5
2015,33243,21.4,1197,83.1,5
2016,26000,19.0,1199,88.7,5
2013,60000,21.1,814,55.2,5
2005,15858,13.8,1299,70.0,5
2017,15000,24.7,796,47.3,5
2013,60000,25.44,936,57.6,5
2018,35000,21.04,1461,83.8,7
2000,90000,12.8,1489,35.5,5
2015,50000,20.4,1197,83.11,5
2015,110000,24.5,1498,98.6,7
2009,35000,19.7,796,46.3,5
2018,5000,22.0,1197,81.8,5
2017,29000,20.51,998,67.0,5
2016,20000,19.09,1405,69.01,5
2018,15000,21.21,1197,81.8,5
2017,40000,25.17,799,53.3,5
2009,17000,19.7,796,46.3,5
2012,120000,21.12,1248,88.8,5
2016,60000,15.4,1997,120.0,7
2019,25000,17.0,1956,138.1,5
2015,80000,25.01,1498,89.75,5
2014,70000,15.96,2523,62.1,7
2016,25000,22.74,796,47.3,5
2015,50000,20.51,998,67.04,5
2012,100000,19.369999999999997,1248,81.86,5
2016,15000,18.2,1199,82.4,5
2012,100000,15.1,2179,140.0,7
2011,70000,15.64,1193,64.1,5
2009,110000,11.79,2179,120.0,8
2006,9558,19.369999999999997,1248,81.86,5
2017,10000,23.95,998,67.1,5
2010,110000,20.36,1197,78.9,5
2013,87000,22.32,1582,126.32,5
2017,120000,17.57,1193,88.7,5
2013,148000,20.77,1248,88.8,7
2015,18000,22.74,796,47.3,5
2018,80000,22.95,1248,74.0,5
2004,96000,19.7,796,46.3,5
2013,210000,21.9,1396,88.76,5
2012,60000,20.5,1598,105.0,5
2019,35000,17.5,1199,88.7,5
2008,100000,19.61,1405,70.0,5
2017,20000,18.9,1197,82.0,5
2013,110000,18.2,1199,84.8,5
2013,35000,12.99,2494,100.6,7
2008,40000,20.36,1197,78.9,5
2013,140000,21.02,1248,88.76,5
2017,110000,24.3,1248,88.5,5
2016,55000,11.36,2755,171.5,7
2013,73000,12.99,2494,100.0,8
2015,100000,20.77,1248,88.76,7
2015,32000,25.83,1498,99.0,5
2012,112072,21.64,1461,84.8,5
2014,30000,20.0,1399,68.05,5
2016,70000,25.2,1248,74.0,5
2011,50000,19.369999999999997,1248,81.86,5
2009,80000,18.0,995,62.0,5
2007,110000,16.07,1995,181.0,5
2007,80000,18.2,1061,64.0,5
2011,80000,10.93,2497,204.0,5
2006,100000,19.369999999999997,1248,81.86,5
2018,19000,23.0,1498,98.96,5
2015,40000,22.54,1396,88.73,5
2015,52269,15.4,2179,120.0,7
2010,170000,10.9,796,32.8,5
2009,140000,19.369999999999997,1248,81.86,5
2010,170000,19.369999999999997,1248,81.86,5
2009,60000,18.5,1197,80.0,5
2017,15780,17.8,1198,86.7,5
2012,80000,20.54,1598,103.6,5
2015,74000,21.19,1396,88.73,5
2018,35000,25.47,1248,88.5,7
2015,60000,26.21,1248,88.5,5
2016,50000,18.16,1196,86.8,5
2011,80000,20.36,1197,78.9,5
2011,90000,15.64,1193,64.08,5
2014,114000,19.01,1461,108.45,5
2009,100000,18.5,1197,80.0,5
2010,35000,19.7,796,46.3,5
2011,79000,21.12,1248,88.8,5
2007,2360457,18.6,1197,81.83,5
2011,120000,20.54,1598,103.6,5
2017,10000,20.3,1199,84.0,5
2013,150000,15.1,2179,140.0,7
2011,110000,18.06,1198,75.0,5
2018,10000,24.7,796,47.3,5
2010,70000,26.2,998,58.2,5
2012,46000,19.4,1405,70.0,5
2002,120000,13.2,1495,94.0,5
2013,108800,22.9,1248,74.0,5
2009,70000,20.36,1197,78.9,5
2018,35000,15.4,2523,75.0,7
2011,72000,20.0,1399,68.0,5
2018,40000,25.17,799,53.3,5
2014,120000,15.96,2523,62.1,7
2019,12500,18.6,1197,81.86,5
2014,80000,18.9,1197,82.0,5
2018,100000,28.4,1248,74.02,5
2011,110000,17.92,1086,62.1,5
2016,103000,16.5,1493,70.0,7
2010,577414,18.9,1061,67.0,5
2015,45000,15.5,1198,86.7,5
2014,40000,19.4,1198,86.8,5
2014,200000,15.96,2523,62.1,9
2017,100000,21.1,814,55.2,5
2008,120000,19.7,796,35.0,8
2015,100000,23.0,1248,88.7,5
2013,40000,21.9,1396,88.8,5
2018,15000,16.55,2498,105.0,6
2018,15000,20.89,1197,81.8,5
2018,10000,21.4,1197,83.1,5
2012,90000,22.3,1248,74.0,5
2015,39000,13.5,2477,175.56,7
2015,28000,15.1,2179,140.0,7
2010,90000,15.6,1196,70.0,5
2006,80000,13.5,1799,130.0,5
2010,35000,19.0,998,67.1,5
2011,185000,21.43,1364,87.2,5
2016,100000,20.5,1248,91.72,5
2008,110000,17.7,1497,78.0,5
2010,100000,17.5,1896,106.0,5
2008,110000,17.5,1896,106.0,5
2011,130000,17.8,1399,68.0,5
2018,27000,15.8,1591,121.3,5
2018,9000,21.4,1197,83.1,5
2019,19000,20.89,1197,81.8,5
2013,100000,23.57,1396,70.0,5
2017,20000,20.51,998,67.0,5
2014,35000,21.1,814,55.2,5
2014,70000,22.54,1396,88.73,5
2016,70000,24.3,1248,88.5,5
2017,80000,16.5,1493,70.0,7
2013,105000,23.4,1248,74.0,5
2011,121941,12.8,2494,102.0,8
2014,100000,14.0,2489,95.0,8
2013,152186,20.45,1461,83.8,5
2011,89580,12.8,2494,102.0,8
2011,250000,12.8,2494,102.0,7
2019,2789,18.16,1196,86.8,5
2018,35278,23.8,1499,98.97,5
2018,2860,23.8,1499,98.97,5
2010,200000,12.8,2494,102.0,7
2018,20000,18.15,1198,82.0,6
2008,60000,15.0,1086,66.6,5
2011,100000,23.59,1364,67.1,5
2011,78562,20.0,1399,68.0,5
2011,96000,22.32,1582,126.32,5
2003,36088,16.1,796,37.0,4
2014,50000,22.54,1396,88.73,5
2012,100000,19.369999999999997,1248,81.86,5
2018,40000,25.1,1248,88.5,5
2020,10000,19.02,1198,67.05,5
2008,60000,17.8,1248,75.0,5
2019,10000,17.19,1197,81.86,5
2018,10000,25.47,1248,88.5,7
2011,35000,22.32,1582,126.32,5
2014,80000,14.74,2199,194.3,7
2019,28000,15.1,2179,152.87,7
2017,35000,24.29,1498,99.0,5
2019,10000,25.17,799,53.3,5
2019,25000,15.1,2179,152.87,7
2016,50000,23.95,998,67.05,5
2012,129000,19.3,1248,73.9,5
2015,100000,16.0,2179,140.0,7
2018,28000,17.0,1198,108.5,5
2013,70000,13.87,1598,86.0,5
2008,110000,18.1,1493,110.0,5
2007,100000,17.8,1248,75.0,5
2016,60000,16.9,1197,82.0,5
2008,110000,10.5,2609,120.0,7
2007,64000,19.369999999999997,1248,81.86,5
2017,10000,23.1,998,67.04,5
2017,35000,21.4,1197,83.1,5
2018,23000,20.3,1199,84.0,5
2018,20000,18.49,2179,120.0,9
2011,90000,13.6,2523,63.0,7
2013,80000,21.9,1396,88.76,5
2016,50000,18.9,1197,82.0,5
2005,50000,19.369999999999997,1248,81.86,5
2017,30000,23.01,999,67.0,5
2011,500000,18.9,998,67.1,5
2017,46000,15.4,2179,120.0,7
2015,80000,15.4,2523,75.0,9
2016,90000,22.54,1396,88.73,5
2015,90000,15.4,2523,75.0,9
2006,80000,19.369999999999997,1248,81.86,5
2015,90000,22.54,1396,88.73,5
2014,110000,20.77,1248,88.76,7
2019,90000,23.01,999,67.0,5
2016,60000,18.49,1493,100.0,7
2013,35000,22.74,796,47.3,5
2012,100000,20.54,1598,103.6,5
2015,90000,24.4,1120,71.0,5
2011,120000,20.0,1399,68.0,5
2014,56000,17.4,1497,117.3,5
2017,50000,22.54,1396,88.73,5
2014,70000,21.1,814,55.2,5
2014,30000,22.74,796,47.3,5
2014,60000,17.8,1497,117.3,5
2013,133000,14.0,2179,138.1,7
2010,160000,12.8,2494,102.0,7
2013,150000,15.1,2179,140.0,7
2020,30000,22.05,796,47.3,5
2013,60000,22.74,796,47.3,5
2013,30000,19.09,1396,69.0,5
2014,80000,13.7,1399,98.82,7
2014,20000,22.74,796,47.3,5
2013,80000,21.1,814,55.2,5
2016,73000,15.4,2523,75.0,7
2017,50000,21.1,814,55.2,5
2012,200000,15.96,2523,62.1,7
2018,50000,23.5,909,45.0,8
2019,15000,19.01,1462,103.2,6
2017,44000,23.65,1248,88.5,5
2012,70000,18.6,1197,85.8,5
2013,90000,14.09,1596,99.6,5
2017,42000,16.0,2179,140.0,7
2017,80000,20.73,1373,91.1,5
2012,60000,18.6,1199,79.4,5
2017,70000,23.9,624,37.48,4
2015,20000,20.51,998,67.04,5
2012,80000,13.93,2179,138.1,7
2008,90000,13.6,2523,63.0,7
2005,220000,14.8,2499,80.0,10
2009,100000,17.8,1248,75.0,5
2004,120000,13.4,2362,164.7,5
2012,110000,15.37,1196,73.0,5
2017,60000,25.17,799,53.3,5
2016,50000,26.59,1248,74.0,5
2018,40000,17.8,1198,86.7,5
2013,88000,22.32,1582,126.32,5
2020,50000,16.36,2179,140.0,7
2017,26000,21.21,1197,81.8,5
2007,80000,16.6,1388,68.0,5
2014,80000,20.36,1197,78.9,5
2011,90000,22.9,1248,74.0,5
2012,80000,22.32,1582,126.32,5
2019,15000,18.9,1197,81.86,5
2017,35000,25.2,1248,74.0,5
2014,120000,23.59,1364,67.04,5
2016,63000,24.0,1120,70.0,5
2019,25000,21.66,1498,108.62,5
2011,64500,18.9,998,67.1,5
2016,100000,25.32,1198,77.0,6
2017,40000,23.9,1582,126.2,5
2017,15000,18.6,1197,81.83,5
2015,25000,23.59,1364,67.04,5
2015,80000,23.95,998,67.05,5
2011,148000,21.12,1248,88.8,5
2018,40000,16.36,2179,140.0,7
2012,70000,13.45,1086,62.1,5
2008,40000,16.1,796,37.0,4
2010,120000,17.0,1405,70.0,5
2012,60000,17.8,1399,67.0,5
2011,90000,18.8,1248,90.0,5
2014,68000,22.9,1248,74.0,5
2012,77000,15.1,2179,140.0,7
2015,85000,25.8,1498,98.6,5
2011,45500,16.78,1496,88.73,5
2014,67000,28.4,1248,74.0,5
2014,77000,28.4,1248,74.0,5
2016,47000,21.1,814,55.2,5
2017,57000,23.84,1199,84.48,5
2018,71500,22.54,1396,88.73,5
2012,110000,23.59,1364,67.04,5
2013,82000,26.59,1248,74.0,5
2013,70000,28.4,1248,74.0,5
2017,28000,27.39,1248,74.0,5
2016,125000,21.14,1498,103.52,5
2013,67000,28.4,1248,74.0,5
2012,8500,22.0,1197,81.8,5
2016,80000,27.39,1248,74.0,5
2007,97000,16.6,1388,68.0,5
2012,90000,13.93,2179,138.0,7
2015,50000,18.6,1197,81.83,5
2016,30000,23.95,998,67.05,5
2017,20000,11.96,1298,80.0,8
2012,60300,22.07,1199,73.9,5
2015,35000,23.0,1248,88.7,5
2011,80000,13.93,2179,138.03,7
2008,44391,19.81,1086,68.05,5
2016,58000,27.39,1248,74.0,5
2017,66000,24.52,1248,88.5,7
2013,56315,25.44,936,57.6,5
2017,70000,16.5,1493,70.0,7
2013,120000,23.59,1364,67.06,5
2006,100000,14.8,2499,80.0,10
2006,120000,17.3,1061,57.5,5
2007,160000,18.2,998,67.1,5
2006,100000,13.4,1794,125.0,5
2009,120000,19.3,1248,73.9,5
2010,100000,18.0,1248,75.0,5
2007,70000,18.9,1061,67.0,5
2017,15151,21.1,814,55.2,5
2011,100000,19.81,1086,68.05,5
2006,110000,18.9,998,67.1,5
2019,7000,18.9,1197,81.86,5
2013,70000,15.85,1499,110.4,5
2015,128000,18.9,1197,82.0,5
2012,120000,12.8,2494,102.0,8
2014,15000,25.2,1248,74.0,5
2016,80000,26.59,1248,74.0,5
2006,114321,17.8,1399,68.0,5
2013,120000,19.4,1405,70.0,5
2012,120000,12.05,2179,120.0,8
2014,146000,23.59,1364,67.06,5
2017,20000,21.1,814,55.2,5
2017,150000,23.59,1364,67.05,5
2013,90000,16.3,1797,147.5,5
2010,100000,17.0,1497,118.0,5
2005,188000,18.9,998,67.1,5
2008,100000,19.81,1086,68.05,5
2017,37333,18.6,1197,81.83,5
2014,15000,20.77,1248,88.76,7
2012,330000,13.44,2359,198.25,5
2017,60000,26.6,998,58.16,5
2016,80000,23.59,1364,67.05,5
2015,110000,12.99,2494,100.6,7
2010,134000,19.369999999999997,1248,81.86,5
2015,80000,18.5,1197,85.8,5
2010,120000,19.3,1248,73.9,5
2015,90000,12.99,2494,100.6,8
2012,100000,20.46,1461,83.8,5
2013,140000,25.8,1498,98.6,5
2010,120000,18.0,995,62.0,5
2019,35000,24.3,1248,88.5,5
2014,50000,23.95,998,67.05,5
2017,82000,24.8,1396,88.7,5
2016,90000,18.5,1197,85.8,5
2014,79000,20.6,1968,141.0,5
2010,250000,12.8,2494,102.0,7
2018,20000,15.96,2523,63.0,9
2017,53000,28.09,1248,88.5,5
2017,21500,19.34,1198,76.0,5
2017,89000,27.28,1047,69.0,5
2013,35000,19.1,1197,85.8,5
2013,43000,19.0,998,67.1,5
2007,80000,17.8,1086,63.0,5
2012,100000,21.1,814,55.2,5
2018,25000,21.1,814,55.2,5
2019,20000,23.0,1498,98.96,5
2017,70000,22.95,1248,74.0,5
2011,197000,12.8,2494,102.0,7
2008,86000,19.369999999999997,1248,81.86,5
2009,50000,19.7,796,46.3,5
